BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9228,6.9228,0.000,0.000,0.000,0.000,-1
0,100,1.583,1.552,0.040,1.565,1.534,0.040,0.018,0.018,0.004,4.7489,5.0332,5.469,4.080,16.406,12.836,-1
0,195,20.121,1.659,1.362,20.103,1.641,1.362,0.018,0.018,0.003,4.5094,4.8738,3.750,5.280,20.000,15.788,-1
0,-1,20.121,1.659,1.362,20.103,1.641,1.362,0.018,0.018,0.003,-1,-1,-1,-1,-1,-1,0.18
1,0,20.121,1.659,1.362,20.103,1.641,1.362,0.018,0.018,0.003,4.6493,4.6493,7.422,7.422,20.703,20.703,-1
1,100,1.524,1.623,1.116,1.506,1.605,1.116,0.018,0.018,0.004,4.6424,4.5790,6.250,7.627,18.750,21.597,-1
1,195,0.646,1.604,0.965,0.628,1.586,0.965,0.017,0.018,0.003,4.8736,4.5366,6.250,8.176,13.750,22.558,-1
1,-1,0.646,1.604,0.965,0.628,1.586,0.965,0.017,0.018,0.003,-1,-1,-1,-1,-1,-1,0.21
2,0,0.646,1.604,0.965,0.628,1.586,0.965,0.017,0.018,0.003,4.5014,4.5014,7.812,7.812,23.438,23.438,-1
2,100,1.536,1.594,0.865,1.519,1.577,0.865,0.018,0.017,0.003,4.4434,4.3982,7.812,9.634,27.734,26.013,-1
2,195,0.855,1.586,0.788,0.837,1.569,0.788,0.018,0.018,0.003,4.4200,4.3711,10.000,10.014,23.750,26.644,-1
2,-1,0.855,1.586,0.788,0.837,1.569,0.788,0.018,0.018,0.003,-1,-1,-1,-1,-1,-1,0.12
3,0,0.855,1.586,0.788,0.837,1.569,0.788,0.018,0.018,0.003,4.3157,4.3157,12.891,12.891,26.562,26.562,-1
3,100,1.755,1.583,0.731,1.737,1.565,0.731,0.018,0.018,0.003,4.2737,4.2648,9.766,11.827,31.250,29.405,-1
