BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9228,6.9228,0.000,0.000,0.000,0.000,-1
0,100,1.487,1.475,0.084,1.317,1.283,0.047,0.170,0.192,0.068,4.7910,5.1401,5.469,3.752,19.922,11.908,-1
0,195,28.119,1.614,1.956,27.974,1.428,1.958,0.144,0.185,0.064,4.5488,4.9528,7.500,4.778,22.500,14.746,-1
0,-1,28.119,1.614,1.956,27.974,1.428,1.958,0.144,0.185,0.064,-1,-1,-1,-1,-1,-1,0.3
1,0,28.119,1.614,1.956,27.974,1.428,1.958,0.144,0.185,0.064,4.6946,4.6946,5.859,5.859,19.141,19.141,-1
1,100,1.458,1.567,1.604,1.299,1.373,1.606,0.159,0.194,0.078,4.6910,4.6520,7.422,7.240,18.359,20.061,-1
1,195,0.829,1.540,1.385,0.409,1.326,1.389,0.419,0.214,0.101,4.9436,4.6236,3.750,7.420,15.000,20.730,-1
1,-1,0.829,1.540,1.385,0.409,1.326,1.389,0.419,0.214,0.101,-1,-1,-1,-1,-1,-1,0.26
2,0,0.829,1.540,1.385,0.409,1.326,1.389,0.419,0.214,0.101,4.6048,4.6048,6.250,6.250,22.266,22.266,-1
2,100,1.459,1.529,1.242,1.285,1.319,1.245,0.174,0.210,0.097,4.5121,4.5142,8.984,8.342,25.000,23.387,-1
2,195,0.716,1.521,1.132,0.557,1.310,1.135,0.159,0.211,0.098,4.5293,4.4918,5.000,8.632,26.250,23.826,-1
2,-1,0.716,1.521,1.132,0.557,1.310,1.135,0.159,0.211,0.098,-1,-1,-1,-1,-1,-1,0.08
3,0,0.716,1.521,1.132,0.557,1.310,1.135,0.159,0.211,0.098,4.4088,4.4088,12.891,12.891,25.000,25.000,-1
3,100,1.476,1.514,1.051,1.300,1.298,1.054,0.175,0.216,0.103,4.4023,4.3994,9.375,10.164,27.734,26.392,-1
3,195,0.638,1.508,0.982,0.487,1.295,0.985,0.151,0.213,0.100,4.3769,4.3838,11.250,10.260,20.000,26.732,-1
3,-1,0.638,1.508,0.982,0.487,1.295,0.985,0.151,0.213,0.100,-1,-1,-1,-1,-1,-1,1.41
4,0,0.638,1.508,0.982,0.487,1.295,0.985,0.151,0.213,0.100,4.4385,4.4385,9.375,9.375,28.125,28.125,-1
4,100,1.455,1.505,0.928,1.289,1.291,0.931,0.166,0.214,0.100,4.2478,4.2999,13.672,11.270,29.297,28.454,-1
4,195,0.679,1.501,0.880,0.491,1.290,0.882,0.188,0.211,0.097,4.3199,4.2786,11.250,11.560,28.750,29.090,-1
4,-1,0.679,1.501,0.880,0.491,1.290,0.882,0.188,0.211,0.097,-1,-1,-1,-1,-1,-1,0.26
5,0,0.679,1.501,0.880,0.491,1.290,0.882,0.188,0.211,0.097,4.4620,4.4620,8.203,8.203,22.656,22.656,-1
5,100,1.421,1.498,0.840,1.278,1.289,0.842,0.142,0.209,0.095,4.1574,4.1969,14.062,12.388,33.203,31.192,-1
5,195,0.661,1.496,0.804,0.488,1.281,0.807,0.173,0.215,0.100,4.4099,4.1694,10.000,12.634,25.000,31.480,-1
5,-1,0.661,1.496,0.804,0.488,1.281,0.807,0.173,0.215,0.100,-1,-1,-1,-1,-1,-1,0.43
6,0,0.661,1.496,0.804,0.488,1.281,0.807,0.173,0.215,0.100,4.1556,4.1556,13.281,13.281,33.984,33.984,-1
6,100,1.463,1.494,0.773,1.292,1.280,0.776,0.171,0.214,0.099,4.1894,4.0871,12.500,13.718,31.250,33.528,-1
6,195,0.910,1.492,0.745,0.453,1.276,0.748,0.457,0.215,0.100,3.7750,4.0622,17.500,13.964,43.750,33.950,-1
6,-1,0.910,1.492,0.745,0.453,1.276,0.748,0.457,0.215,0.100,-1,-1,-1,-1,-1,-1,2.28
7,0,0.910,1.492,0.745,0.453,1.276,0.748,0.457,0.215,0.100,4.0089,4.0089,17.578,17.578,37.500,37.500,-1
7,100,1.432,1.492,0.721,1.286,1.274,0.724,0.145,0.218,0.104,4.0448,3.9877,17.969,15.223,36.328,36.139,-1
7,195,0.651,1.490,0.698,0.489,1.274,0.701,0.162,0.217,0.103,3.6263,3.9689,15.000,15.402,41.250,36.420,-1
7,-1,0.651,1.490,0.698,0.489,1.274,0.701,0.162,0.217,0.103,-1,-1,-1,-1,-1,-1,0.43
8,0,0.651,1.490,0.698,0.489,1.274,0.701,0.162,0.217,0.103,3.8750,3.8750,14.062,14.062,38.672,38.672,-1
