BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9254,6.9254,0.000,0.000,0.000,0.000,-1
0,100,1.352,1.491,0.130,1.192,1.307,0.098,0.161,0.184,0.095,4.7398,5.3578,4.688,2.850,17.969,10.435,-1
0,195,27.941,1.634,1.943,27.504,1.443,1.924,0.436,0.191,0.094,4.9431,5.0263,5.000,4.546,10.000,14.576,-1
0,-1,27.941,1.634,1.943,27.504,1.443,1.924,0.436,0.191,0.094,-1,-1,-1,-1,-1,-1,0.77
1,0,27.941,1.634,1.943,27.504,1.443,1.924,0.436,0.191,0.094,4.4745,4.4745,9.766,9.766,21.484,21.484,-1
1,100,1.481,1.587,1.594,1.322,1.401,1.577,0.159,0.186,0.093,4.2656,4.3818,8.203,9.468,25.391,26.114,-1
1,195,0.693,1.559,1.378,0.543,1.374,1.362,0.150,0.185,0.094,3.8908,4.2960,17.500,10.596,36.250,28.046,-1
1,-1,0.693,1.559,1.378,0.543,1.374,1.362,0.150,0.185,0.094,-1,-1,-1,-1,-1,-1,0.29
2,0,0.693,1.559,1.378,0.543,1.374,1.362,0.150,0.185,0.094,3.9297,3.9297,15.234,15.234,35.547,35.547,-1
2,100,1.463,1.544,1.237,1.299,1.362,1.222,0.164,0.182,0.092,3.8580,3.9801,16.406,14.538,42.188,35.384,-1
2,195,0.679,1.533,1.128,0.532,1.352,1.114,0.146,0.181,0.092,3.8615,3.9077,13.750,15.924,35.000,37.376,-1
2,-1,0.679,1.533,1.128,0.532,1.352,1.114,0.146,0.181,0.092,-1,-1,-1,-1,-1,-1,0.25
3,0,0.679,1.533,1.128,0.532,1.352,1.114,0.146,0.181,0.092,3.7642,3.7642,17.969,17.969,44.531,44.531,-1
3,100,1.479,1.527,1.047,1.321,1.347,1.033,0.158,0.181,0.092,3.7550,3.6806,19.922,19.071,40.625,42.737,-1
3,195,0.669,1.522,0.980,0.529,1.342,0.966,0.140,0.180,0.091,3.4453,3.6304,20.000,19.936,43.750,43.808,-1
3,-1,0.669,1.522,0.980,0.529,1.342,0.966,0.140,0.180,0.091,-1,-1,-1,-1,-1,-1,1.43
4,0,0.669,1.522,0.980,0.529,1.342,0.966,0.140,0.180,0.091,3.5965,3.5965,21.484,21.484,47.656,47.656,-1
4,100,1.475,1.521,0.926,1.312,1.341,0.912,0.163,0.179,0.091,3.5034,3.4780,19.531,22.850,47.656,46.778,-1
4,195,0.699,1.520,0.879,0.538,1.341,0.866,0.161,0.179,0.091,3.2314,3.4347,30.000,23.526,56.250,48.130,-1
4,-1,0.699,1.520,0.879,0.538,1.341,0.866,0.161,0.179,0.091,-1,-1,-1,-1,-1,-1,0.21
5,0,0.699,1.520,0.879,0.538,1.341,0.866,0.161,0.179,0.091,3.6914,3.6914,23.047,23.047,43.359,43.359,-1
5,100,1.474,1.517,0.839,1.314,1.339,0.827,0.160,0.179,0.090,3.1005,3.3309,28.516,25.085,56.641,50.611,-1
5,195,0.744,1.515,0.804,0.605,1.336,0.791,0.139,0.179,0.091,3.4502,3.3070,26.250,25.748,48.750,51.164,-1
5,-1,0.744,1.515,0.804,0.605,1.336,0.791,0.139,0.179,0.091,-1,-1,-1,-1,-1,-1,0.8
6,0,0.744,1.515,0.804,0.605,1.336,0.791,0.139,0.179,0.091,3.3218,3.3218,21.484,21.484,50.391,50.391,-1
6,100,1.460,1.512,0.774,1.304,1.334,0.761,0.156,0.178,0.091,3.2274,3.2050,24.219,27.514,53.125,53.369,-1
6,195,0.753,1.510,0.746,0.600,1.332,0.734,0.153,0.177,0.090,3.0016,3.1795,35.000,28.084,55.000,54.124,-1
6,-1,0.753,1.510,0.746,0.600,1.332,0.734,0.153,0.177,0.090,-1,-1,-1,-1,-1,-1,0.68
7,0,0.753,1.510,0.746,0.600,1.332,0.734,0.153,0.177,0.090,3.2506,3.2506,25.391,25.391,51.562,51.562,-1
7,100,1.934,1.508,0.722,1.506,1.330,0.710,0.428,0.178,0.090,3.2690,3.0865,28.906,29.722,49.609,55.747,-1
7,195,0.668,1.506,0.700,0.527,1.329,0.687,0.141,0.177,0.089,2.8487,3.0732,32.500,30.106,66.250,56.222,-1
7,-1,0.668,1.506,0.700,0.527,1.329,0.687,0.141,0.177,0.089,-1,-1,-1,-1,-1,-1,0.82
8,0,0.668,1.506,0.700,0.527,1.329,0.687,0.141,0.177,0.089,3.0137,3.0137,27.734,27.734,57.812,57.812,-1
8,100,1.522,1.505,0.680,1.362,1.328,0.668,0.160,0.177,0.090,3.1771,3.0112,31.641,31.277,55.469,57.430,-1
8,195,0.690,1.503,0.661,0.534,1.326,0.649,0.156,0.177,0.089,2.8102,3.0168,30.000,31.310,62.500,57.470,-1
8,-1,0.690,1.503,0.661,0.534,1.326,0.649,0.156,0.177,0.089,-1,-1,-1,-1,-1,-1,0.24
9,0,0.690,1.503,0.661,0.534,1.326,0.649,0.156,0.177,0.089,3.0532,3.0532,31.641,31.641,57.031,57.031,-1
9,100,1.454,1.503,0.645,1.317,1.326,0.632,0.137,0.177,0.089,3.1423,2.9570,28.516,32.569,52.734,58.373,-1
9,195,0.755,1.502,0.629,0.598,1.325,0.616,0.156,0.177,0.088,3.5679,2.9487,17.500,32.686,52.500,58.596,-1
9,-1,0.755,1.502,0.629,0.598,1.325,0.616,0.156,0.177,0.088,-1,-1,-1,-1,-1,-1,0.59
10,0,0.755,1.502,0.629,0.598,1.325,0.616,0.156,0.177,0.088,2.9918,2.9918,28.125,28.125,59.766,59.766,-1
10,100,1.519,1.502,0.614,1.311,1.325,0.602,0.208,0.177,0.088,2.9868,2.9017,33.984,33.524,56.641,59.677,-1
10,195,0.688,1.501,0.601,0.520,1.324,0.589,0.168,0.177,0.089,3.2311,2.9047,27.500,33.570,50.000,59.520,-1
10,-1,0.688,1.501,0.601,0.520,1.324,0.589,0.168,0.177,0.089,-1,-1,-1,-1,-1,-1,1.2
11,0,0.688,1.501,0.601,0.520,1.324,0.589,0.168,0.177,0.089,2.9797,2.9797,31.250,31.250,58.984,58.984,-1
11,100,1.510,1.501,0.589,1.390,1.324,0.576,0.120,0.177,0.089,3.0008,2.8253,29.688,35.164,58.203,61.015,-1
11,195,0.954,1.500,0.577,0.528,1.323,0.564,0.426,0.177,0.089,2.8095,2.8444,33.750,34.762,65.000,60.762,-1
11,-1,0.954,1.500,0.577,0.528,1.323,0.564,0.426,0.177,0.089,-1,-1,-1,-1,-1,-1,0.27
12,0,0.954,1.500,0.577,0.528,1.323,0.564,0.426,0.177,0.089,2.7705,2.7705,35.547,35.547,61.719,61.719,-1
12,100,1.437,1.500,0.566,1.286,1.322,0.554,0.151,0.177,0.089,2.7418,2.7980,35.938,35.021,63.672,61.448,-1
12,195,0.709,1.499,0.556,0.535,1.322,0.543,0.173,0.177,0.089,2.9101,2.8023,36.250,35.282,60.000,61.482,-1
12,-1,0.709,1.499,0.556,0.535,1.322,0.543,0.173,0.177,0.089,-1,-1,-1,-1,-1,-1,0.5
13,0,0.709,1.499,0.556,0.535,1.322,0.543,0.173,0.177,0.089,2.8839,2.8839,33.594,33.594,58.984,58.984,-1
13,100,1.500,1.499,0.546,1.351,1.322,0.533,0.149,0.177,0.089,2.7977,2.7427,38.281,36.603,63.281,63.038,-1
13,195,0.676,1.499,0.537,0.527,1.322,0.524,0.149,0.177,0.088,2.6646,2.7606,37.500,36.132,67.500,62.662,-1
13,-1,0.676,1.499,0.537,0.527,1.322,0.524,0.149,0.177,0.088,-1,-1,-1,-1,-1,-1,1.04
14,0,0.676,1.499,0.537,0.527,1.322,0.524,0.149,0.177,0.088,2.6268,2.6268,41.797,41.797,67.188,67.188,-1
14,100,1.519,1.499,0.528,1.359,1.322,0.515,0.160,0.177,0.088,2.8710,2.7318,32.812,37.256,59.375,63.107,-1
14,195,0.644,1.499,0.520,0.508,1.322,0.507,0.136,0.177,0.088,2.7965,2.7539,37.500,36.666,63.750,62.574,-1
14,-1,0.644,1.499,0.520,0.508,1.322,0.507,0.136,0.177,0.088,-1,-1,-1,-1,-1,-1,0.72
15,0,0.644,1.499,0.520,0.508,1.322,0.507,0.136,0.177,0.088,2.8258,2.8258,38.281,38.281,61.719,61.719,-1
15,100,1.476,1.499,0.512,1.327,1.322,0.499,0.149,0.176,0.088,2.7600,2.7033,33.594,37.415,64.062,63.397,-1
15,195,0.784,1.498,0.504,0.617,1.322,0.492,0.166,0.176,0.087,2.8516,2.7101,36.250,37.118,60.000,63.194,-1
15,-1,0.784,1.498,0.504,0.617,1.322,0.492,0.166,0.176,0.087,-1,-1,-1,-1,-1,-1,0.36
16,0,0.784,1.498,0.504,0.617,1.322,0.492,0.166,0.176,0.087,2.7095,2.7095,36.719,36.719,63.672,63.672,-1
16,100,1.497,1.497,0.497,1.349,1.322,0.485,0.148,0.176,0.087,2.9763,2.7026,33.203,37.608,60.156,63.714,-1
16,195,0.676,1.497,0.490,0.529,1.321,0.478,0.147,0.176,0.087,2.5515,2.6852,36.250,37.878,68.750,63.916,-1
16,-1,0.676,1.497,0.490,0.529,1.321,0.478,0.147,0.176,0.087,-1,-1,-1,-1,-1,-1,0.5
17,0,0.676,1.497,0.490,0.529,1.321,0.478,0.147,0.176,0.087,2.5480,2.5480,39.453,39.453,63.281,63.281,-1
17,100,1.662,1.496,0.484,1.494,1.321,0.471,0.168,0.176,0.087,2.8626,2.6545,35.547,38.343,59.375,64.384,-1
17,195,0.681,1.496,0.477,0.527,1.320,0.465,0.154,0.176,0.088,2.8919,2.6576,36.250,38.216,60.000,64.342,-1
17,-1,0.681,1.496,0.477,0.527,1.320,0.465,0.154,0.176,0.088,-1,-1,-1,-1,-1,-1,0.41
18,0,0.681,1.496,0.477,0.527,1.320,0.465,0.154,0.176,0.088,2.8554,2.8554,32.031,32.031,63.672,63.672,-1
18,100,1.462,1.496,0.472,1.305,1.320,0.459,0.157,0.176,0.088,2.4021,2.6294,39.062,38.552,70.312,64.948,-1
18,195,0.690,1.496,0.466,0.530,1.320,0.453,0.160,0.176,0.088,2.9932,2.6254,43.750,38.758,60.000,65.026,-1
18,-1,0.690,1.496,0.466,0.530,1.320,0.453,0.160,0.176,0.088,-1,-1,-1,-1,-1,-1,0.37
19,0,0.690,1.496,0.466,0.530,1.320,0.453,0.160,0.176,0.088,2.6186,2.6186,40.625,40.625,68.750,68.750,-1
19,100,1.492,1.496,0.460,1.319,1.320,0.448,0.172,0.176,0.088,2.5044,2.5840,40.234,39.461,67.578,65.853,-1
19,195,0.761,1.495,0.455,0.598,1.319,0.442,0.163,0.176,0.088,2.7012,2.6102,41.250,38.852,61.250,65.496,-1
19,-1,0.761,1.495,0.455,0.598,1.319,0.442,0.163,0.176,0.088,-1,-1,-1,-1,-1,-1,0.55
20,0,0.761,1.495,0.455,0.598,1.319,0.442,0.163,0.176,0.088,2.7957,2.7957,35.156,35.156,65.234,65.234,-1
20,100,1.467,1.495,0.450,1.303,1.319,0.437,0.164,0.176,0.088,2.4942,2.5805,36.719,39.940,66.797,65.834,-1
20,195,0.729,1.495,0.445,0.538,1.319,0.432,0.190,0.176,0.088,3.0976,2.5994,32.500,39.682,52.500,65.456,-1
20,-1,0.729,1.495,0.445,0.538,1.319,0.432,0.190,0.176,0.088,-1,-1,-1,-1,-1,-1,1.52
21,0,0.729,1.495,0.445,0.538,1.319,0.432,0.190,0.176,0.088,2.6461,2.6461,39.453,39.453,65.234,65.234,-1
21,100,1.453,1.494,0.440,1.311,1.319,0.427,0.142,0.176,0.088,2.3977,2.5604,44.531,40.412,70.312,66.468,-1
21,195,0.639,1.494,0.436,0.496,1.318,0.423,0.142,0.176,0.088,2.8278,2.5659,37.500,40.258,60.000,66.270,-1
21,-1,0.639,1.494,0.436,0.496,1.318,0.423,0.142,0.176,0.088,-1,-1,-1,-1,-1,-1,0.68
22,0,0.639,1.494,0.436,0.496,1.318,0.423,0.142,0.176,0.088,2.5211,2.5211,38.672,38.672,65.234,65.234,-1
22,100,1.477,1.494,0.431,1.325,1.318,0.418,0.152,0.175,0.088,2.9181,2.5176,37.891,40.958,60.938,67.172,-1
22,195,0.762,1.494,0.427,0.566,1.318,0.414,0.196,0.176,0.088,2.7936,2.5437,38.750,40.696,63.750,66.378,-1
22,-1,0.762,1.494,0.427,0.566,1.318,0.414,0.196,0.176,0.088,-1,-1,-1,-1,-1,-1,0.91
23,0,0.762,1.494,0.427,0.566,1.318,0.414,0.196,0.176,0.088,2.5919,2.5919,39.453,39.453,66.406,66.406,-1
23,100,1.451,1.494,0.423,1.300,1.318,0.410,0.151,0.176,0.088,2.5495,2.5346,37.109,40.509,64.453,66.603,-1
23,195,0.722,1.494,0.419,0.528,1.318,0.406,0.194,0.176,0.088,2.1384,2.5404,52.500,40.558,72.500,66.440,-1
23,-1,0.722,1.494,0.419,0.528,1.318,0.406,0.194,0.176,0.088,-1,-1,-1,-1,-1,-1,1.03
24,0,0.722,1.494,0.419,0.528,1.318,0.406,0.194,0.176,0.088,2.5562,2.5562,42.188,42.188,67.578,67.578,-1
24,100,1.514,1.494,0.416,1.396,1.318,0.402,0.118,0.176,0.088,2.6020,2.5004,39.453,41.410,64.844,67.420,-1
24,195,0.662,1.494,0.412,0.509,1.318,0.399,0.153,0.176,0.088,2.3944,2.5206,42.500,41.100,67.500,66.730,-1
24,-1,0.662,1.494,0.412,0.509,1.318,0.399,0.153,0.176,0.088,-1,-1,-1,-1,-1,-1,0.67
25,0,0.662,1.494,0.412,0.509,1.318,0.399,0.153,0.176,0.088,2.3738,2.3738,40.625,40.625,71.094,71.094,-1
25,100,1.474,1.494,0.408,1.318,1.318,0.395,0.156,0.176,0.087,2.3455,2.5033,44.531,41.410,70.312,67.191,-1
25,195,0.794,1.494,0.404,0.643,1.318,0.391,0.151,0.176,0.087,2.2821,2.5081,42.500,41.308,71.250,67.206,-1
25,-1,0.794,1.494,0.404,0.643,1.318,0.391,0.151,0.176,0.087,-1,-1,-1,-1,-1,-1,1.58
26,0,0.794,1.494,0.404,0.643,1.318,0.391,0.151,0.176,0.087,2.5836,2.5836,41.406,41.406,64.453,64.453,-1
26,100,1.487,1.493,0.401,1.325,1.317,0.388,0.162,0.176,0.087,2.3864,2.4615,43.359,42.222,71.094,68.239,-1
26,195,0.713,1.493,0.397,0.553,1.317,0.384,0.160,0.176,0.087,2.6973,2.4893,35.000,41.482,66.250,67.842,-1
26,-1,0.713,1.493,0.397,0.553,1.317,0.384,0.160,0.176,0.087,-1,-1,-1,-1,-1,-1,0.29
27,0,0.713,1.493,0.397,0.553,1.317,0.384,0.160,0.176,0.087,2.5101,2.5101,41.797,41.797,66.016,66.016,-1
27,100,1.472,1.493,0.394,1.318,1.317,0.381,0.154,0.176,0.088,2.5784,2.4632,41.016,41.901,64.453,67.663,-1
27,195,0.746,1.493,0.391,0.593,1.317,0.378,0.153,0.176,0.088,2.0566,2.4737,47.500,41.730,76.250,67.616,-1
27,-1,0.746,1.493,0.391,0.593,1.317,0.378,0.153,0.176,0.088,-1,-1,-1,-1,-1,-1,0.25
28,0,0.746,1.493,0.391,0.593,1.317,0.378,0.153,0.176,0.088,2.5480,2.5480,39.844,39.844,65.234,65.234,-1
28,100,1.512,1.493,0.388,1.354,1.317,0.375,0.158,0.176,0.088,2.6539,2.4406,39.844,42.358,65.234,68.441,-1
28,195,0.958,1.493,0.385,0.527,1.317,0.372,0.430,0.176,0.087,2.7670,2.4496,42.500,42.376,58.750,68.228,-1
28,-1,0.958,1.493,0.385,0.527,1.317,0.372,0.430,0.176,0.087,-1,-1,-1,-1,-1,-1,0.31
29,0,0.958,1.493,0.385,0.527,1.317,0.372,0.430,0.176,0.087,2.3994,2.3994,42.578,42.578,71.094,71.094,-1
29,100,1.428,1.493,0.382,1.302,1.316,0.369,0.127,0.176,0.087,2.4373,2.4444,43.750,42.888,68.750,68.394,-1
29,195,0.691,1.492,0.380,0.529,1.316,0.366,0.162,0.176,0.087,2.7210,2.4618,42.500,42.474,65.000,67.998,-1
29,-1,0.691,1.492,0.380,0.529,1.316,0.366,0.162,0.176,0.087,-1,-1,-1,-1,-1,-1,0.52
30,0,0.691,1.492,0.380,0.529,1.316,0.366,0.162,0.176,0.087,2.6030,2.6030,38.672,38.672,60.156,60.156,-1
30,100,1.471,1.492,0.377,1.314,1.316,0.363,0.157,0.176,0.087,2.1601,2.0838,46.875,50.306,72.266,74.687,-1
30,195,0.945,1.492,0.374,0.520,1.316,0.361,0.425,0.176,0.088,2.1665,2.0109,46.250,51.884,72.500,75.790,-1
30,-1,0.945,1.492,0.374,0.520,1.316,0.361,0.425,0.176,0.088,-1,-1,-1,-1,-1,-1,0.59
31,0,0.945,1.492,0.374,0.520,1.316,0.361,0.425,0.176,0.088,1.7223,1.7223,59.766,59.766,81.250,81.250,-1
31,100,1.553,1.492,0.372,1.387,1.316,0.358,0.166,0.176,0.088,2.0665,1.8355,47.656,55.558,76.562,78.504,-1
31,195,1.028,1.492,0.369,0.598,1.315,0.356,0.430,0.176,0.088,1.9609,1.8314,51.250,55.570,77.500,78.522,-1
31,-1,1.028,1.492,0.369,0.598,1.315,0.356,0.430,0.176,0.088,-1,-1,-1,-1,-1,-1,0.6
32,0,1.028,1.492,0.369,0.598,1.315,0.356,0.430,0.176,0.088,1.7982,1.7982,53.906,53.906,78.125,78.125,-1
32,100,1.750,1.492,0.367,1.312,1.316,0.353,0.438,0.176,0.088,1.6368,1.7765,60.156,56.985,82.812,79.312,-1
32,195,0.982,1.492,0.364,0.526,1.316,0.351,0.456,0.176,0.088,2.1000,1.7773,48.750,56.872,73.750,79.436,-1
32,-1,0.982,1.492,0.364,0.526,1.316,0.351,0.456,0.176,0.088,-1,-1,-1,-1,-1,-1,0.54
33,0,0.982,1.492,0.364,0.526,1.316,0.351,0.456,0.176,0.088,1.6100,1.6100,59.375,59.375,81.250,81.250,-1
33,100,1.461,1.492,0.362,1.305,1.316,0.348,0.155,0.176,0.088,1.6633,1.7330,60.156,57.959,82.031,79.823,-1
33,195,0.708,1.492,0.360,0.548,1.316,0.346,0.160,0.176,0.088,2.0268,1.7284,45.000,57.848,77.500,80.032,-1
33,-1,0.708,1.492,0.360,0.548,1.316,0.346,0.160,0.176,0.088,-1,-1,-1,-1,-1,-1,0.57
34,0,0.708,1.492,0.360,0.548,1.316,0.346,0.160,0.176,0.088,1.7795,1.7795,53.125,53.125,79.297,79.297,-1
