BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9228,6.9228,0.000,0.000,0.000,0.000,-1
0,100,1.462,1.465,0.088,1.312,1.254,0.096,0.150,0.211,0.106,4.8181,5.1892,4.297,3.782,17.578,11.622,-1
0,195,26.507,1.601,1.838,26.329,1.402,1.839,0.178,0.199,0.090,4.5692,4.9878,7.500,4.714,21.250,14.384,-1
0,-1,26.507,1.601,1.838,26.329,1.402,1.839,0.178,0.199,0.090,-1,-1,-1,-1,-1,-1,0.12
1,0,26.507,1.601,1.838,26.329,1.402,1.839,0.178,0.199,0.090,4.7166,4.7166,5.469,5.469,19.141,19.141,-1
1,100,1.453,1.558,1.506,1.295,1.361,1.508,0.159,0.197,0.089,4.7116,4.6752,6.641,6.784,19.141,19.682,-1
1,195,0.694,1.533,1.301,0.509,1.338,1.302,0.184,0.195,0.086,4.9705,4.6465,5.000,7.024,13.750,20.242,-1
1,-1,0.694,1.533,1.301,0.509,1.338,1.302,0.184,0.195,0.086,-1,-1,-1,-1,-1,-1,0.21
2,0,0.694,1.533,1.301,0.509,1.338,1.302,0.184,0.195,0.086,4.6280,4.6280,6.250,6.250,21.094,21.094,-1
2,100,1.478,1.520,1.167,1.292,1.324,1.168,0.186,0.197,0.089,4.5437,4.5437,7.812,7.944,24.219,22.737,-1
2,195,0.674,1.511,1.064,0.498,1.304,1.066,0.176,0.207,0.100,4.5526,4.5212,6.250,8.268,26.250,23.248,-1
2,-1,0.674,1.511,1.064,0.498,1.304,1.066,0.176,0.207,0.100,-1,-1,-1,-1,-1,-1,0.1
3,0,0.674,1.511,1.064,0.498,1.304,1.066,0.176,0.207,0.100,4.4500,4.4500,11.719,11.719,25.000,25.000,-1
3,100,1.457,1.506,0.987,1.295,1.297,0.989,0.162,0.210,0.101,4.4325,4.4298,8.594,9.789,25.391,25.673,-1
3,195,0.676,1.501,0.923,0.504,1.286,0.926,0.172,0.215,0.106,4.4318,4.4178,8.750,9.916,20.000,25.904,-1
3,-1,0.676,1.501,0.923,0.504,1.286,0.926,0.172,0.215,0.106,-1,-1,-1,-1,-1,-1,1.38
4,0,0.676,1.501,0.923,0.504,1.286,0.926,0.172,0.215,0.106,4.5064,4.5064,8.984,8.984,27.344,27.344,-1
4,100,1.497,1.498,0.872,1.312,1.281,0.875,0.185,0.217,0.107,4.2843,4.3439,13.672,11.011,30.469,27.688,-1
4,195,0.679,1.494,0.827,0.526,1.279,0.830,0.152,0.216,0.106,4.3563,4.3220,11.250,11.168,30.000,28.206,-1
4,-1,0.679,1.494,0.827,0.526,1.279,0.830,0.152,0.216,0.106,-1,-1,-1,-1,-1,-1,0.13
5,0,0.679,1.494,0.827,0.526,1.279,0.830,0.152,0.216,0.106,4.5315,4.5315,8.203,8.203,21.094,21.094,-1
5,100,1.446,1.492,0.789,1.287,1.278,0.792,0.160,0.213,0.104,4.2277,4.2478,13.281,11.738,31.250,29.873,-1
5,195,0.669,1.489,0.756,0.488,1.277,0.758,0.181,0.212,0.103,4.4248,4.2265,7.500,11.976,25.000,30.216,-1
5,-1,0.669,1.489,0.756,0.488,1.277,0.758,0.181,0.212,0.103,-1,-1,-1,-1,-1,-1,0.5
6,0,0.669,1.489,0.756,0.488,1.277,0.758,0.181,0.212,0.103,4.2416,4.2416,10.938,10.938,32.031,32.031,-1
6,100,1.294,1.488,0.727,1.150,1.278,0.729,0.144,0.210,0.100,4.2912,4.1702,10.938,12.635,28.516,31.575,-1
6,195,0.671,1.487,0.701,0.500,1.275,0.703,0.171,0.211,0.101,3.8419,4.1473,17.500,12.940,45.000,31.946,-1
6,-1,0.671,1.487,0.701,0.500,1.275,0.703,0.171,0.211,0.101,-1,-1,-1,-1,-1,-1,1.52
7,0,0.671,1.487,0.701,0.500,1.275,0.703,0.171,0.211,0.101,4.0482,4.0482,17.578,17.578,36.328,36.328,-1
7,100,1.480,1.486,0.678,1.294,1.275,0.680,0.186,0.211,0.101,4.1249,4.0774,17.969,14.032,35.938,33.911,-1
7,195,0.672,1.484,0.657,0.498,1.272,0.659,0.174,0.212,0.101,3.7703,4.0591,16.250,14.234,35.000,34.312,-1
7,-1,0.672,1.484,0.657,0.498,1.272,0.659,0.174,0.212,0.101,-1,-1,-1,-1,-1,-1,0.3
8,0,0.672,1.484,0.657,0.498,1.272,0.659,0.174,0.212,0.101,3.9629,3.9629,14.062,14.062,37.500,37.500,-1
