BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9254,6.9254,0.000,0.000,0.000,0.000,-1
0,100,1.393,1.391,0.094,1.292,1.250,0.062,0.101,0.140,0.065,4.7715,5.5432,5.078,2.181,13.281,8.277,-1
0,195,28.083,1.538,1.959,27.962,1.397,1.959,0.121,0.140,0.065,4.9237,5.1344,5.000,3.826,13.750,12.990,-1
0,-1,28.083,1.538,1.959,27.962,1.397,1.959,0.121,0.140,0.065,-1,-1,-1,-1,-1,-1,0.61
1,0,28.083,1.538,1.959,27.962,1.397,1.959,0.121,0.140,0.065,4.4978,4.4978,8.984,8.984,22.266,22.266,-1
1,100,1.396,1.492,1.606,1.266,1.350,1.606,0.129,0.143,0.072,4.2946,4.3708,10.938,9.336,25.781,26.033,-1
1,195,0.666,1.466,1.387,0.494,1.326,1.387,0.172,0.141,0.066,3.8559,4.2874,8.750,10.510,36.250,28.084,-1
1,-1,0.666,1.466,1.387,0.494,1.326,1.387,0.172,0.141,0.066,-1,-1,-1,-1,-1,-1,0.84
2,0,0.666,1.466,1.387,0.494,1.326,1.387,0.172,0.141,0.066,3.9530,3.9530,16.797,16.797,39.062,39.062,-1
2,100,1.396,1.452,1.243,1.292,1.313,1.243,0.104,0.139,0.064,3.8770,3.9998,13.672,14.511,39.844,35.114,-1
2,195,0.586,1.442,1.133,0.483,1.305,1.133,0.102,0.137,0.059,3.9526,3.9361,11.250,15.568,32.500,36.598,-1
2,-1,0.586,1.442,1.133,0.483,1.305,1.133,0.102,0.137,0.059,-1,-1,-1,-1,-1,-1,0.72
3,0,0.586,1.442,1.133,0.483,1.305,1.133,0.102,0.137,0.059,3.7743,3.7743,16.406,16.406,40.625,40.625,-1
3,100,1.432,1.435,1.051,1.292,1.300,1.050,0.141,0.135,0.056,3.8282,3.7316,18.750,18.394,39.062,41.371,-1
3,195,0.615,1.429,0.982,0.481,1.294,0.982,0.134,0.135,0.055,3.4928,3.6914,20.000,19.080,45.000,42.288,-1
3,-1,0.615,1.429,0.982,0.481,1.294,0.982,0.134,0.135,0.055,-1,-1,-1,-1,-1,-1,1.34
4,0,0.615,1.429,0.982,0.481,1.294,0.982,0.134,0.135,0.055,3.6986,3.6986,19.922,19.922,44.531,44.531,-1
4,100,1.387,1.426,0.928,1.271,1.289,0.927,0.116,0.136,0.058,3.5710,3.5561,20.703,21.508,46.875,45.452,-1
4,195,0.880,1.422,0.880,0.489,1.286,0.879,0.391,0.136,0.057,3.3447,3.5180,30.000,22.142,57.500,46.426,-1
4,-1,0.880,1.422,0.880,0.489,1.286,0.879,0.391,0.136,0.057,-1,-1,-1,-1,-1,-1,0.19
5,0,0.880,1.422,0.880,0.489,1.286,0.879,0.391,0.136,0.057,3.8361,3.8361,17.969,17.969,37.500,37.500,-1
5,100,1.452,1.420,0.840,1.323,1.285,0.839,0.129,0.135,0.056,3.2144,3.4177,23.047,23.824,53.125,48.542,-1
5,195,0.609,1.417,0.803,0.479,1.283,0.803,0.130,0.134,0.053,3.5298,3.4011,21.250,24.194,47.500,48.978,-1
5,-1,0.609,1.417,0.803,0.479,1.283,0.803,0.130,0.134,0.053,-1,-1,-1,-1,-1,-1,0.89
6,0,0.609,1.417,0.803,0.479,1.283,0.803,0.130,0.134,0.053,3.3887,3.3887,23.828,23.828,48.828,48.828,-1
6,100,1.377,1.416,0.773,1.258,1.282,0.772,0.119,0.134,0.053,3.3173,3.3030,25.391,25.928,52.344,51.238,-1
6,195,0.608,1.414,0.745,0.482,1.280,0.744,0.126,0.134,0.052,2.9987,3.2766,31.250,26.278,52.500,51.878,-1
6,-1,0.608,1.414,0.745,0.482,1.280,0.744,0.126,0.134,0.052,-1,-1,-1,-1,-1,-1,0.95
7,0,0.608,1.414,0.745,0.482,1.280,0.744,0.126,0.134,0.052,3.4275,3.4275,21.484,21.484,48.828,48.828,-1
7,100,1.394,1.413,0.720,1.266,1.279,0.719,0.128,0.134,0.053,3.3228,3.1984,26.172,27.506,49.219,53.160,-1
7,195,0.610,1.411,0.697,0.481,1.278,0.696,0.129,0.134,0.051,2.9381,3.1836,36.250,28.016,61.250,53.786,-1
7,-1,0.610,1.411,0.697,0.481,1.278,0.696,0.129,0.134,0.051,-1,-1,-1,-1,-1,-1,1.33
8,0,0.610,1.411,0.697,0.481,1.278,0.696,0.129,0.134,0.051,3.0591,3.0591,26.953,26.953,57.422,57.422,-1
8,100,1.377,1.410,0.677,1.269,1.277,0.676,0.108,0.134,0.052,3.2632,3.1248,27.344,29.332,51.953,55.391,-1
8,195,0.600,1.409,0.658,0.482,1.275,0.657,0.118,0.134,0.052,2.8695,3.1343,32.500,29.058,62.500,55.306,-1
8,-1,0.600,1.409,0.658,0.482,1.275,0.657,0.118,0.134,0.052,-1,-1,-1,-1,-1,-1,0.06
9,0,0.600,1.409,0.658,0.482,1.275,0.657,0.118,0.134,0.052,3.0240,3.0240,31.250,31.250,57.422,57.422,-1
9,100,1.412,1.408,0.641,1.277,1.274,0.640,0.135,0.134,0.053,3.3006,3.0748,25.000,30.314,51.172,56.107,-1
9,195,0.591,1.407,0.625,0.488,1.273,0.624,0.103,0.134,0.054,3.4738,3.0646,21.250,30.322,48.750,56.348,-1
9,-1,0.591,1.407,0.625,0.488,1.273,0.624,0.103,0.134,0.054,-1,-1,-1,-1,-1,-1,0.71
10,0,0.591,1.407,0.625,0.488,1.273,0.624,0.103,0.134,0.054,3.1445,3.1445,28.516,28.516,55.078,55.078,-1
10,100,1.653,1.407,0.611,1.261,1.272,0.609,0.391,0.135,0.054,3.1129,3.0250,32.031,31.142,58.594,57.488,-1
