BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9254,6.9254,0.000,0.000,0.000,0.000,-1
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9254,6.9254,0.000,0.000,0.000,0.000,-1
0,100,1.480,1.479,0.008,1.461,1.461,0.008,0.018,0.018,0.001,4.7161,5.1130,6.250,3.403,17.188,12.063,-1
0,195,23.876,1.602,1.642,23.858,1.584,1.642,0.018,0.018,0.001,5.0182,4.9368,2.500,4.672,10.000,14.740,-1
0,-1,23.876,1.602,1.642,23.858,1.584,1.642,0.018,0.018,0.001,-1,-1,-1,-1,-1,-1,0.39
1,0,23.876,1.602,1.642,23.858,1.584,1.642,0.018,0.018,0.001,4.6643,4.6643,7.812,7.812,19.531,19.531,-1
1,100,1.498,1.563,1.346,1.481,1.546,1.346,0.018,0.018,0.001,4.6022,4.6327,6.250,7.256,19.922,20.529,-1
1,195,0.635,1.542,1.162,0.617,1.524,1.162,0.018,0.018,0.001,4.4541,4.6071,7.500,7.620,23.750,21.264,-1
1,-1,0.635,1.542,1.162,0.617,1.524,1.162,0.018,0.018,0.001,-1,-1,-1,-1,-1,-1,0.22
2,0,0.635,1.542,1.162,0.617,1.524,1.162,0.018,0.018,0.001,4.4333,4.4333,9.375,9.375,26.172,26.172,-1
2,100,1.491,1.532,1.042,1.473,1.514,1.042,0.018,0.018,0.001,4.4659,4.4827,9.766,8.466,25.391,24.370,-1
2,195,0.621,1.523,0.950,0.603,1.506,0.950,0.017,0.018,0.001,4.3524,4.4539,11.250,9.136,28.750,25.064,-1
2,-1,0.621,1.523,0.950,0.603,1.506,0.950,0.017,0.018,0.001,-1,-1,-1,-1,-1,-1,0.11
3,0,0.621,1.523,0.950,0.603,1.506,0.950,0.017,0.018,0.001,4.3374,4.3374,10.938,10.938,26.953,26.953,-1
3,100,1.489,1.519,0.881,1.470,1.501,0.881,0.018,0.018,0.001,4.4172,4.3574,9.766,10.311,28.906,27.000,-1
3,195,0.620,1.514,0.823,0.603,1.496,0.823,0.017,0.018,0.001,4.1776,4.3358,11.250,10.508,30.000,27.534,-1
3,-1,0.620,1.514,0.823,0.603,1.496,0.823,0.017,0.018,0.001,-1,-1,-1,-1,-1,-1,1.21
4,0,0.620,1.514,0.823,0.603,1.496,0.823,0.017,0.018,0.001,4.3528,4.3528,9.766,9.766,30.078,30.078,-1
4,100,1.488,1.511,0.777,1.472,1.493,0.777,0.015,0.018,0.001,4.2754,4.2614,8.594,11.742,26.953,29.382,-1
4,195,0.620,1.507,0.737,0.603,1.490,0.737,0.017,0.018,0.001,4.2333,4.2362,12.500,11.826,31.250,30.020,-1
4,-1,0.620,1.507,0.737,0.603,1.490,0.737,0.017,0.018,0.001,-1,-1,-1,-1,-1,-1,0.21
5,0,0.620,1.507,0.737,0.603,1.490,0.737,0.017,0.018,0.001,4.3830,4.3830,8.984,8.984,28.125,28.125,-1
5,100,1.494,1.505,0.703,1.475,1.488,0.703,0.018,0.018,0.001,3.8689,4.1761,15.234,12.608,37.891,31.393,-1
5,195,0.626,1.503,0.673,0.608,1.486,0.673,0.018,0.018,0.001,4.1576,4.1515,12.500,12.904,38.750,31.914,-1
5,-1,0.626,1.503,0.673,0.608,1.486,0.673,0.018,0.018,0.001,-1,-1,-1,-1,-1,-1,0.63
6,0,0.626,1.503,0.673,0.608,1.486,0.673,0.018,0.018,0.001,4.0444,4.0444,16.797,16.797,32.422,32.422,-1
6,100,1.478,1.502,0.647,1.462,1.484,0.647,0.017,0.017,0.001,3.8943,4.0579,15.234,14.573,36.719,34.058,-1
6,195,0.623,1.500,0.624,0.606,1.482,0.624,0.017,0.017,0.001,3.6926,4.0231,15.000,14.866,53.750,34.936,-1
6,-1,0.623,1.500,0.624,0.606,1.482,0.624,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,2.27
7,0,0.623,1.500,0.624,0.606,1.482,0.624,0.017,0.017,0.001,3.9386,3.9386,11.328,11.328,37.500,37.500,-1
7,100,1.487,1.499,0.603,1.469,1.481,0.603,0.017,0.017,0.001,4.0370,3.9315,15.625,15.741,35.938,37.287,-1
7,195,0.621,1.498,0.584,0.603,1.480,0.584,0.018,0.017,0.001,3.5977,3.9130,21.250,16.128,45.000,37.598,-1
7,-1,0.621,1.498,0.584,0.603,1.480,0.584,0.018,0.017,0.001,-1,-1,-1,-1,-1,-1,0.33
8,0,0.621,1.498,0.584,0.603,1.480,0.584,0.018,0.017,0.001,3.8522,3.8522,19.922,19.922,39.453,39.453,-1
8,100,1.494,1.497,0.567,1.476,1.480,0.567,0.018,0.017,0.001,3.9127,3.8500,18.750,17.331,35.547,39.298,-1
8,195,0.624,1.496,0.551,0.606,1.479,0.551,0.018,0.017,0.001,3.7065,3.8348,15.000,17.354,43.750,39.516,-1
8,-1,0.624,1.496,0.551,0.606,1.479,0.551,0.018,0.017,0.001,-1,-1,-1,-1,-1,-1,0.54
9,0,0.624,1.496,0.551,0.606,1.479,0.551,0.018,0.017,0.001,3.7603,3.7603,19.141,19.141,44.531,44.531,-1
9,100,1.484,1.496,0.537,1.467,1.478,0.536,0.017,0.017,0.001,3.9529,3.7501,14.453,18.549,37.109,41.460,-1
9,195,0.630,1.495,0.523,0.612,1.477,0.523,0.018,0.018,0.001,4.0314,3.7226,10.000,18.950,36.250,42.156,-1
9,-1,0.630,1.495,0.523,0.612,1.477,0.523,0.018,0.018,0.001,-1,-1,-1,-1,-1,-1,0.14
10,0,0.630,1.495,0.523,0.612,1.477,0.523,0.018,0.018,0.001,3.6581,3.6581,20.312,20.312,42.969,42.969,-1
10,100,1.482,1.494,0.511,1.464,1.477,0.511,0.018,0.017,0.001,3.6520,3.6517,17.188,20.394,42.578,43.541,-1
10,195,0.621,1.494,0.499,0.603,1.476,0.499,0.017,0.017,0.001,3.9783,3.6353,17.500,20.632,35.000,43.894,-1
10,-1,0.621,1.494,0.499,0.603,1.476,0.499,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.65
11,0,0.621,1.494,0.499,0.603,1.476,0.499,0.017,0.017,0.001,3.5851,3.5851,19.922,19.922,45.703,45.703,-1
11,100,1.483,1.493,0.488,1.465,1.476,0.488,0.018,0.017,0.001,3.6700,3.5405,19.922,22.045,42.578,46.144,-1
11,195,0.623,1.493,0.478,0.605,1.475,0.478,0.018,0.017,0.001,3.4365,3.5398,17.500,21.820,48.750,46.240,-1
11,-1,0.623,1.493,0.478,0.605,1.475,0.478,0.018,0.017,0.001,-1,-1,-1,-1,-1,-1,1.32
12,0,0.623,1.493,0.478,0.605,1.475,0.478,0.018,0.017,0.001,3.4256,3.4256,21.875,21.875,52.734,52.734,-1
12,100,1.492,1.492,0.469,1.474,1.475,0.469,0.017,0.017,0.001,3.3040,3.4661,26.172,22.703,51.953,47.486,-1
12,195,0.624,1.492,0.460,0.608,1.474,0.460,0.016,0.017,0.001,3.5009,3.4478,18.750,23.326,48.750,48.002,-1
12,-1,0.624,1.492,0.460,0.608,1.474,0.460,0.016,0.017,0.001,-1,-1,-1,-1,-1,-1,1.04
13,0,0.624,1.492,0.460,0.608,1.474,0.460,0.016,0.017,0.001,3.5457,3.5457,20.312,20.312,43.750,43.750,-1
13,100,1.485,1.492,0.451,1.467,1.474,0.451,0.018,0.017,0.001,3.5007,3.3789,22.266,24.141,48.828,49.675,-1
13,195,0.621,1.491,0.443,0.603,1.474,0.443,0.018,0.017,0.001,3.3059,3.3724,25.000,24.500,43.750,49.732,-1
13,-1,0.621,1.491,0.443,0.603,1.474,0.443,0.018,0.017,0.001,-1,-1,-1,-1,-1,-1,0.72
14,0,0.621,1.491,0.443,0.603,1.474,0.443,0.018,0.017,0.001,3.1981,3.1981,24.609,24.609,54.297,54.297,-1
14,100,1.503,1.491,0.436,1.486,1.473,0.436,0.017,0.017,0.001,3.4539,3.2997,22.656,26.183,44.141,51.160,-1
14,195,0.622,1.491,0.429,0.605,1.473,0.429,0.017,0.017,0.001,3.2722,3.3073,30.000,26.024,53.750,50.926,-1
14,-1,0.622,1.491,0.429,0.605,1.473,0.429,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.46
15,0,0.622,1.491,0.429,0.605,1.473,0.429,0.017,0.017,0.001,3.3219,3.3219,26.172,26.172,50.000,50.000,-1
15,100,1.485,1.490,0.422,1.467,1.473,0.422,0.018,0.017,0.001,3.2409,3.2430,27.344,26.911,54.297,52.819,-1
15,195,0.620,1.490,0.415,0.602,1.473,0.415,0.018,0.017,0.001,3.4732,3.2279,32.500,27.268,47.500,52.906,-1
15,-1,0.620,1.490,0.415,0.602,1.473,0.415,0.018,0.017,0.001,-1,-1,-1,-1,-1,-1,0.83
16,0,0.620,1.490,0.415,0.602,1.473,0.415,0.018,0.017,0.001,3.1921,3.1921,27.344,27.344,53.125,53.125,-1
16,100,1.489,1.490,0.409,1.472,1.472,0.409,0.017,0.017,0.001,3.2890,3.1830,25.781,28.082,52.734,53.848,-1
16,195,0.609,1.489,0.403,0.592,1.472,0.403,0.017,0.017,0.001,3.0682,3.1550,31.250,28.630,58.750,54.432,-1
16,-1,0.609,1.489,0.403,0.592,1.472,0.403,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,1.54
17,0,0.609,1.489,0.403,0.592,1.472,0.403,0.017,0.017,0.001,3.0608,3.0608,29.297,29.297,53.125,53.125,-1
17,100,1.485,1.489,0.398,1.466,1.472,0.398,0.019,0.017,0.001,3.2586,3.1013,30.078,29.672,51.953,55.426,-1
17,195,0.634,1.489,0.392,0.616,1.472,0.392,0.018,0.017,0.001,3.1404,3.0900,37.500,29.788,51.250,55.670,-1
17,-1,0.634,1.489,0.392,0.616,1.472,0.392,0.018,0.017,0.001,-1,-1,-1,-1,-1,-1,0.51
18,0,0.634,1.489,0.392,0.616,1.472,0.392,0.018,0.017,0.001,3.2467,3.2467,25.781,25.781,54.688,54.688,-1
18,100,1.490,1.489,0.387,1.473,1.472,0.387,0.017,0.017,0.001,2.7866,3.0449,34.375,30.368,60.547,56.420,-1
18,195,0.626,1.489,0.382,0.609,1.471,0.382,0.017,0.017,0.001,3.1511,3.0270,35.000,31.022,55.000,56.986,-1
18,-1,0.626,1.489,0.382,0.609,1.471,0.382,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.83
19,0,0.626,1.489,0.382,0.609,1.471,0.382,0.017,0.017,0.001,3.0475,3.0475,32.031,32.031,56.641,56.641,-1
19,100,1.483,1.489,0.377,1.465,1.471,0.377,0.018,0.017,0.001,2.7485,2.9616,35.156,31.880,67.188,58.594,-1
19,195,0.611,1.489,0.373,0.593,1.471,0.373,0.018,0.017,0.001,2.9166,2.9699,33.750,31.902,60.000,58.308,-1
19,-1,0.611,1.489,0.373,0.593,1.471,0.373,0.018,0.017,0.001,-1,-1,-1,-1,-1,-1,0.61
20,0,0.611,1.489,0.373,0.593,1.471,0.373,0.018,0.017,0.001,3.0636,3.0636,33.984,33.984,60.547,60.547,-1
20,100,1.481,1.489,0.368,1.463,1.471,0.368,0.018,0.017,0.001,2.8239,2.9111,32.812,33.242,62.500,59.619,-1
20,195,0.622,1.488,0.364,0.604,1.471,0.364,0.018,0.017,0.001,3.3780,2.9168,27.500,33.000,48.750,59.414,-1
20,-1,0.622,1.488,0.364,0.604,1.471,0.364,0.018,0.017,0.001,-1,-1,-1,-1,-1,-1,0.92
21,0,0.622,1.488,0.364,0.604,1.471,0.364,0.018,0.017,0.001,3.1850,3.1850,26.953,26.953,57.031,57.031,-1
21,100,1.483,1.488,0.360,1.465,1.471,0.360,0.017,0.017,0.001,2.7870,2.8700,34.766,33.919,59.766,60.207,-1
21,195,0.619,1.488,0.356,0.601,1.471,0.356,0.018,0.017,0.001,3.0652,2.8570,32.500,34.140,56.250,60.474,-1
21,-1,0.619,1.488,0.356,0.601,1.471,0.356,0.018,0.017,0.001,-1,-1,-1,-1,-1,-1,0.79
22,0,0.619,1.488,0.356,0.601,1.471,0.356,0.018,0.017,0.001,2.7976,2.7976,33.203,33.203,62.500,62.500,-1
22,100,1.481,1.488,0.352,1.464,1.471,0.352,0.018,0.017,0.001,3.0715,2.8000,30.078,35.315,60.938,61.444,-1
22,195,0.620,1.488,0.348,0.602,1.470,0.348,0.017,0.017,0.001,3.1749,2.8117,28.750,35.282,60.000,61.128,-1
22,-1,0.620,1.488,0.348,0.602,1.470,0.348,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.74
23,0,0.620,1.488,0.348,0.602,1.470,0.348,0.017,0.017,0.001,2.7947,2.7947,35.938,35.938,62.891,62.891,-1
