BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9228,6.9228,0.000,0.000,0.000,0.000,-1
0,100,1.404,1.413,0.104,1.300,1.243,0.100,0.104,0.170,0.113,4.8589,5.2621,3.516,3.554,15.234,11.185,-1
0,195,25.322,1.542,1.757,25.213,1.383,1.759,0.109,0.159,0.101,4.6034,5.0376,7.500,4.476,23.750,14.010,-1
0,-1,25.322,1.542,1.757,25.213,1.383,1.759,0.109,0.159,0.101,-1,-1,-1,-1,-1,-1,0.27
1,0,25.322,1.542,1.757,25.213,1.383,1.759,0.109,0.159,0.101,4.7344,4.7344,5.859,5.859,18.750,18.750,-1
1,100,1.439,1.496,1.441,1.044,1.344,1.442,0.396,0.152,0.094,4.7305,4.7036,5.859,6.559,19.922,19.191,-1
1,195,0.607,1.473,1.244,0.476,1.326,1.245,0.131,0.147,0.086,5.0053,4.6759,2.500,6.824,13.750,19.614,-1
1,-1,0.607,1.473,1.244,0.476,1.326,1.245,0.131,0.147,0.086,-1,-1,-1,-1,-1,-1,0.14
2,0,0.607,1.473,1.244,0.476,1.326,1.245,0.131,0.147,0.086,4.6490,4.6490,4.297,4.297,20.703,20.703,-1
2,100,1.409,1.462,1.117,1.277,1.308,1.117,0.132,0.154,0.092,4.5931,4.5882,5.859,7.437,22.266,21.569,-1
2,195,0.611,1.453,1.018,0.479,1.293,1.019,0.132,0.160,0.098,4.5726,4.5686,6.250,7.764,25.000,22.096,-1
2,-1,0.611,1.453,1.018,0.479,1.293,1.019,0.132,0.160,0.098,-1,-1,-1,-1,-1,-1,0.09
3,0,0.611,1.453,1.018,0.479,1.293,1.019,0.132,0.160,0.098,4.5034,4.5034,10.547,10.547,24.219,24.219,-1
3,100,1.414,1.448,0.944,1.283,1.279,0.947,0.131,0.169,0.106,4.4665,4.4764,9.375,9.309,26.953,24.660,-1
3,195,0.642,1.444,0.883,0.485,1.270,0.886,0.157,0.173,0.108,4.4604,4.4653,8.750,9.424,20.000,24.934,-1
3,-1,0.642,1.444,0.883,0.485,1.270,0.886,0.157,0.173,0.108,-1,-1,-1,-1,-1,-1,0.78
4,0,0.642,1.444,0.883,0.485,1.270,0.886,0.157,0.173,0.108,4.5493,4.5493,9.375,9.375,25.391,25.391,-1
4,100,1.478,1.441,0.834,1.280,1.266,0.837,0.198,0.174,0.108,4.3297,4.3970,10.547,10.245,28.125,26.532,-1
4,195,0.604,1.437,0.791,0.477,1.266,0.794,0.127,0.171,0.104,4.3695,4.3780,8.750,10.420,28.750,26.884,-1
4,-1,0.604,1.437,0.791,0.477,1.266,0.794,0.127,0.171,0.104,-1,-1,-1,-1,-1,-1,0.17
5,0,0.604,1.437,0.791,0.477,1.266,0.794,0.127,0.171,0.104,4.5957,4.5957,8.594,8.594,19.531,19.531,-1
5,100,1.411,1.435,0.755,1.281,1.265,0.758,0.130,0.170,0.103,4.2755,4.3046,12.891,11.050,29.297,28.651,-1
5,195,0.646,1.434,0.723,0.482,1.261,0.726,0.163,0.174,0.105,4.4690,4.2822,6.250,11.346,18.750,28.918,-1
