BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9228,6.9228,0.000,0.000,0.000,0.000,-1
0,100,2.828,2.893,0.127,1.917,1.958,0.096,0.911,0.935,0.084,4.7088,4.9924,5.078,4.103,20.312,13.362,-1
0,195,26.933,3.024,1.767,26.018,2.094,1.766,0.915,0.930,0.079,4.4438,4.8329,5.000,5.546,21.250,16.608,-1
0,-1,26.933,3.024,1.767,26.018,2.094,1.766,0.915,0.930,0.079,-1,-1,-1,-1,-1,-1,0.34
1,0,26.933,3.024,1.767,26.018,2.094,1.766,0.915,0.930,0.079,4.6275,4.6275,6.250,6.250,21.875,21.875,-1
1,100,2.848,2.986,1.450,1.938,2.048,1.449,0.910,0.938,0.082,4.6530,4.5233,6.250,8.126,20.703,22.950,-1
1,195,1.717,2.958,1.255,0.808,2.026,1.253,0.910,0.932,0.081,4.7985,4.4778,7.500,8.706,16.250,24.080,-1
1,-1,1.717,2.958,1.255,0.808,2.026,1.253,0.910,0.932,0.081,-1,-1,-1,-1,-1,-1,0.31
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9228,6.9228,0.000,0.000,0.000,0.000,-1
0,100,1.434,1.400,0.090,1.284,1.251,0.059,0.150,0.148,0.060,4.7130,4.9937,6.641,4.162,20.703,13.397,-1
0,195,28.087,1.546,1.959,27.949,1.398,1.958,0.138,0.147,0.057,4.4487,4.8371,3.750,5.544,20.000,16.548,-1
0,-1,28.087,1.546,1.959,27.949,1.398,1.958,0.138,0.147,0.057,-1,-1,-1,-1,-1,-1,0.25
1,0,28.087,1.546,1.959,27.949,1.398,1.958,0.138,0.147,0.057,4.6221,4.6221,6.641,6.641,22.266,22.266,-1
1,100,1.392,1.500,1.606,1.251,1.348,1.605,0.141,0.152,0.067,4.6405,4.5306,6.641,8.103,20.312,22.645,-1
