BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9228,6.9228,0.000,0.000,0.000,0.000,-1
0,100,1.492,1.483,0.008,1.474,1.465,0.008,0.017,0.017,0.000,4.7648,5.0631,6.250,3.999,18.359,12.550,-1
0,195,23.731,1.605,1.631,23.714,1.587,1.631,0.017,0.017,0.001,4.5130,4.8964,6.250,5.148,20.000,15.516,-1
0,-1,23.731,1.605,1.631,23.714,1.587,1.631,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.37
1,0,23.731,1.605,1.631,23.714,1.587,1.631,0.017,0.017,0.001,4.6593,4.6593,7.422,7.422,21.875,21.875,-1
1,100,1.483,1.566,1.337,1.466,1.549,1.337,0.017,0.017,0.000,4.6816,4.6163,6.250,7.306,19.922,20.970,-1
1,195,0.612,1.544,1.155,0.595,1.527,1.155,0.017,0.017,0.000,4.9008,4.5793,6.250,7.744,12.500,21.694,-1
1,-1,0.612,1.544,1.155,0.595,1.527,1.155,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,0.28
2,0,0.612,1.544,1.155,0.595,1.527,1.155,0.017,0.017,0.000,4.5864,4.5864,7.422,7.422,21.875,21.875,-1
2,100,1.477,1.534,1.035,1.459,1.516,1.035,0.018,0.017,0.000,4.4700,4.4552,8.203,9.058,26.562,24.710,-1
2,195,0.624,1.524,0.943,0.607,1.507,0.943,0.017,0.017,0.000,4.4876,4.4295,7.500,9.404,26.250,25.300,-1
2,-1,0.624,1.524,0.943,0.607,1.507,0.943,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,0.06
3,0,0.624,1.524,0.943,0.607,1.507,0.943,0.017,0.017,0.000,4.3772,4.3772,12.109,12.109,24.609,24.609,-1
3,100,1.493,1.518,0.875,1.476,1.501,0.875,0.017,0.017,0.000,4.3352,4.3245,9.766,11.108,27.734,28.040,-1
3,195,0.618,1.513,0.818,0.602,1.496,0.818,0.017,0.017,0.000,4.3930,4.3071,7.500,11.226,20.000,28.312,-1
3,-1,0.618,1.513,0.818,0.602,1.496,0.818,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,2.15
4,0,0.618,1.513,0.818,0.602,1.496,0.818,0.017,0.017,0.000,4.3492,4.3492,10.938,10.938,28.516,28.516,-1
4,100,1.486,1.510,0.772,1.469,1.493,0.772,0.017,0.017,0.000,4.1908,4.2104,13.281,12.136,31.250,30.531,-1
4,195,0.616,1.507,0.732,0.600,1.490,0.732,0.016,0.017,0.000,4.1674,4.1813,16.250,12.590,35.000,31.272,-1
4,-1,0.616,1.507,0.732,0.600,1.490,0.732,0.016,0.017,0.000,-1,-1,-1,-1,-1,-1,0.85
5,0,0.616,1.507,0.732,0.600,1.490,0.732,0.016,0.017,0.000,4.2939,4.2939,10.938,10.938,27.344,27.344,-1
5,100,1.479,1.505,0.699,1.462,1.488,0.699,0.017,0.017,0.000,4.0475,4.0666,15.234,14.020,36.719,34.360,-1
5,195,0.619,1.503,0.669,0.602,1.486,0.669,0.017,0.017,0.000,4.1991,4.0327,12.500,14.382,30.000,34.690,-1
5,-1,0.619,1.503,0.669,0.602,1.486,0.669,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,0.91
6,0,0.619,1.503,0.669,0.602,1.486,0.669,0.017,0.017,0.000,3.9947,3.9947,16.406,16.406,37.109,37.109,-1
6,100,1.484,1.502,0.643,1.465,1.485,0.643,0.019,0.017,0.000,4.0219,3.9357,13.672,15.903,35.938,36.993,-1
6,195,0.622,1.500,0.620,0.605,1.483,0.620,0.017,0.017,0.000,3.5719,3.9042,20.000,16.180,46.250,37.684,-1
6,-1,0.622,1.500,0.620,0.605,1.483,0.620,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,1.26
7,0,0.622,1.500,0.620,0.605,1.483,0.620,0.017,0.017,0.000,3.8088,3.8088,19.922,19.922,41.406,41.406,-1
7,100,1.489,1.500,0.599,1.472,1.482,0.599,0.018,0.017,0.000,3.9066,3.8107,20.312,17.791,35.938,39.882,-1
7,195,0.622,1.498,0.580,0.605,1.481,0.580,0.017,0.017,0.000,3.4286,3.7872,17.500,18.024,47.500,40.566,-1
7,-1,0.622,1.498,0.580,0.605,1.481,0.580,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,0.26
8,0,0.622,1.498,0.580,0.605,1.481,0.580,0.017,0.017,0.000,3.6876,3.6876,16.016,16.016,44.531,44.531,-1
8,100,1.489,1.498,0.563,1.471,1.480,0.563,0.017,0.017,0.000,3.6672,3.6870,19.922,19.763,42.188,42.741,-1
8,195,0.619,1.496,0.547,0.601,1.479,0.547,0.017,0.017,0.000,3.6484,3.6665,17.500,19.970,42.500,43.256,-1
8,-1,0.619,1.496,0.547,0.601,1.479,0.547,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,0.24
9,0,0.619,1.496,0.547,0.601,1.479,0.547,0.017,0.017,0.000,3.7777,3.7777,16.797,16.797,39.844,39.844,-1
9,100,1.494,1.496,0.533,1.477,1.479,0.533,0.017,0.017,0.001,3.5548,3.5668,23.047,21.206,47.266,45.831,-1
9,195,0.621,1.495,0.520,0.604,1.478,0.520,0.017,0.017,0.001,3.5079,3.5514,27.500,21.664,51.250,46.190,-1
9,-1,0.621,1.495,0.520,0.604,1.478,0.520,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.15
10,0,0.621,1.495,0.520,0.604,1.478,0.520,0.017,0.017,0.001,3.6384,3.6384,16.797,16.797,46.094,46.094,-1
10,100,1.485,1.495,0.507,1.468,1.478,0.507,0.017,0.017,0.000,3.4658,3.4758,26.953,22.838,47.656,47.366,-1
10,195,0.622,1.494,0.496,0.606,1.477,0.496,0.016,0.017,0.000,3.5854,3.4560,22.500,23.362,46.250,47.970,-1
10,-1,0.622,1.494,0.496,0.606,1.477,0.496,0.016,0.017,0.000,-1,-1,-1,-1,-1,-1,0.49
11,0,0.622,1.494,0.496,0.606,1.477,0.496,0.016,0.017,0.000,3.3783,3.3783,23.828,23.828,48.438,48.438,-1
11,100,1.490,1.494,0.485,1.473,1.477,0.485,0.017,0.017,0.000,3.4508,3.3892,20.312,24.300,44.531,49.122,-1
11,195,0.630,1.493,0.475,0.613,1.476,0.475,0.017,0.017,0.000,3.6692,3.3683,20.000,24.552,46.250,49.702,-1
11,-1,0.630,1.493,0.475,0.613,1.476,0.475,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,0.39
12,0,0.630,1.493,0.475,0.613,1.476,0.475,0.017,0.017,0.000,3.3346,3.3346,24.609,24.609,51.172,51.172,-1
12,100,1.469,1.493,0.466,1.452,1.476,0.466,0.017,0.017,0.000,3.1766,3.3057,27.344,25.804,54.297,51.199,-1
12,195,0.614,1.492,0.457,0.597,1.475,0.457,0.017,0.017,0.000,3.1468,3.2884,27.500,26.096,51.250,51.714,-1
12,-1,0.614,1.492,0.457,0.597,1.475,0.457,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,0.61
13,0,0.614,1.492,0.457,0.597,1.475,0.457,0.017,0.017,0.000,3.2166,3.2166,28.516,28.516,53.906,53.906,-1
13,100,1.491,1.492,0.449,1.473,1.475,0.449,0.017,0.017,0.000,3.3938,3.2119,25.000,27.649,48.438,53.249,-1
13,195,0.621,1.491,0.441,0.604,1.474,0.441,0.017,0.017,0.000,3.3935,3.2054,21.250,27.790,38.750,53.316,-1
13,-1,0.621,1.491,0.441,0.604,1.474,0.441,0.017,0.017,0.000,-1,-1,-1,-1,-1,-1,1.09
14,0,0.621,1.491,0.441,0.604,1.474,0.441,0.017,0.017,0.000,3.1167,3.1167,30.469,30.469,55.469,55.469,-1
14,100,1.492,1.491,0.433,1.475,1.474,0.433,0.017,0.017,0.000,3.2638,3.1186,28.125,29.270,51.172,55.167,-1
14,195,0.618,1.491,0.426,0.601,1.473,0.426,0.017,0.017,0.001,3.2929,3.1273,27.500,28.976,50.000,54.914,-1
14,-1,0.618,1.491,0.426,0.601,1.473,0.426,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.74
15,0,0.618,1.491,0.426,0.601,1.473,0.426,0.017,0.017,0.001,3.1871,3.1871,23.438,23.438,51.172,51.172,-1
15,100,1.484,1.491,0.419,1.466,1.473,0.419,0.017,0.017,0.001,2.9758,3.0714,26.562,29.718,60.938,56.258,-1
15,195,0.623,1.490,0.413,0.606,1.473,0.413,0.017,0.017,0.001,3.1909,3.0497,27.500,30.316,48.750,56.700,-1
15,-1,0.623,1.490,0.413,0.606,1.473,0.413,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.31
16,0,0.623,1.490,0.413,0.606,1.473,0.413,0.017,0.017,0.001,3.0708,3.0708,30.469,30.469,55.078,55.078,-1
16,100,1.494,1.490,0.407,1.477,1.473,0.407,0.017,0.017,0.001,3.2265,2.9977,26.172,31.196,53.516,57.615,-1
16,195,0.622,1.490,0.401,0.605,1.473,0.401,0.017,0.017,0.001,3.1324,2.9879,30.000,31.532,53.750,57.874,-1
16,-1,0.622,1.490,0.401,0.605,1.473,0.401,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,1.64
17,0,0.622,1.490,0.401,0.605,1.473,0.401,0.017,0.017,0.001,3.0272,3.0272,30.859,30.859,58.984,58.984,-1
17,100,1.489,1.490,0.395,1.471,1.472,0.395,0.017,0.017,0.001,3.0793,2.9220,28.125,32.751,55.469,59.437,-1
17,195,0.622,1.490,0.390,0.605,1.472,0.390,0.017,0.017,0.001,2.6755,2.9212,42.500,33.084,68.750,59.328,-1
17,-1,0.622,1.490,0.390,0.605,1.472,0.390,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.5
18,0,0.622,1.490,0.390,0.605,1.472,0.390,0.017,0.017,0.001,2.6646,2.6646,35.547,35.547,62.891,62.891,-1
18,100,1.492,1.490,0.385,1.474,1.472,0.385,0.018,0.017,0.001,2.8719,2.8546,32.422,34.019,62.891,60.214,-1
18,195,0.621,1.489,0.380,0.605,1.472,0.380,0.017,0.017,0.001,3.0776,2.8645,28.750,33.808,57.500,60.118,-1
18,-1,0.621,1.489,0.380,0.605,1.472,0.380,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.37
19,0,0.621,1.489,0.380,0.605,1.472,0.380,0.017,0.017,0.001,2.7097,2.7097,38.281,38.281,61.328,61.328,-1
19,100,1.475,1.489,0.375,1.458,1.472,0.375,0.017,0.017,0.001,2.9090,2.7974,35.547,35.323,59.766,61.394,-1
19,195,0.619,1.489,0.371,0.602,1.472,0.371,0.017,0.017,0.001,2.7208,2.7997,41.250,35.182,65.000,61.338,-1
19,-1,0.619,1.489,0.371,0.602,1.472,0.371,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.59
20,0,0.619,1.489,0.371,0.602,1.472,0.371,0.017,0.017,0.001,2.7575,2.7575,36.328,36.328,60.156,60.156,-1
