BEGIN-TRAINING
World-Size,2
Num-DLWorkers,10
Batch-Size,256
Epoch,itr,BT(s),avg:BT(s),std:BT(s),NT(s),avg:NT(s),std:NT(s),DT(s),avg:DT(s),std:DT(s),Loss,avg:Loss,Prec@1,avg:Prec@1,Prec@5,avg:Prec@5,val
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9228,6.9228,0.000,0.000,0.000,0.000,-1
0,100,3.040,2.998,0.067,3.022,2.980,0.067,0.018,0.018,0.000,4.8213,5.1905,3.906,3.666,17.188,11.634,-1
0,195,24.465,3.117,1.575,24.447,3.099,1.575,0.018,0.018,0.000,4.5705,4.9887,7.500,4.656,21.250,14.376,-1
0,-1,24.465,3.117,1.575,24.447,3.099,1.575,0.018,0.018,0.000,-1,-1,-1,-1,-1,-1,0.11
1,0,24.465,3.117,1.575,24.447,3.099,1.575,0.018,0.018,0.000,4.7177,4.7177,5.078,5.078,18.750,18.750,-1
1,100,2.946,3.058,1.300,2.928,3.040,1.300,0.018,0.018,0.001,4.7198,4.6750,7.031,6.791,18.359,19.640,-1
1,195,2.169,3.043,1.123,2.151,3.025,1.123,0.018,0.018,0.001,4.9804,4.6472,3.750,7.016,13.750,20.088,-1
1,-1,2.169,3.043,1.123,2.151,3.025,1.123,0.018,0.018,0.001,-1,-1,-1,-1,-1,-1,0.2
0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.9228,6.9228,0.000,0.000,0.000,0.000,-1
0,100,1.497,1.481,0.025,1.480,1.463,0.025,0.017,0.018,0.002,4.8223,5.1904,3.906,3.655,17.578,11.703,-1
0,195,23.634,1.600,1.624,23.617,1.583,1.624,0.017,0.018,0.002,4.5714,4.9886,8.750,4.648,20.000,14.442,-1
0,-1,23.634,1.600,1.624,23.617,1.583,1.624,0.017,0.018,0.002,-1,-1,-1,-1,-1,-1,0.12
1,0,23.634,1.600,1.624,23.617,1.583,1.624,0.017,0.018,0.002,4.7172,4.7172,5.078,5.078,19.141,19.141,-1
1,100,1.494,1.562,1.331,1.477,1.544,1.331,0.017,0.018,0.002,4.7197,4.6747,7.031,6.838,18.359,19.732,-1
1,195,0.605,1.539,1.150,0.588,1.521,1.150,0.017,0.017,0.002,4.9751,4.6468,5.000,7.022,13.750,20.196,-1
1,-1,0.605,1.539,1.150,0.588,1.521,1.150,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,0.19
2,0,0.605,1.539,1.150,0.588,1.521,1.150,0.017,0.017,0.002,4.6382,4.6382,6.250,6.250,20.703,20.703,-1
2,100,1.489,1.527,1.031,1.472,1.509,1.031,0.017,0.017,0.002,4.5389,4.5479,7.812,7.921,23.828,22.621,-1
2,195,0.604,1.517,0.940,0.588,1.500,0.940,0.017,0.017,0.002,4.5341,4.5251,6.250,8.214,27.500,23.210,-1
2,-1,0.604,1.517,0.940,0.588,1.500,0.940,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,0.11
3,0,0.604,1.517,0.940,0.588,1.500,0.940,0.017,0.017,0.002,4.4415,4.4415,12.500,12.500,25.000,25.000,-1
3,100,1.485,1.512,0.871,1.467,1.494,0.871,0.018,0.017,0.002,4.4361,4.4304,8.203,9.855,26.172,25.681,-1
3,195,0.611,1.506,0.814,0.594,1.489,0.814,0.017,0.017,0.002,4.4236,4.4180,8.750,9.934,21.250,25.850,-1
3,-1,0.611,1.506,0.814,0.594,1.489,0.814,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,1.48
4,0,0.611,1.506,0.814,0.594,1.489,0.814,0.017,0.017,0.002,4.4926,4.4926,8.984,8.984,26.562,26.562,-1
4,100,1.477,1.503,0.769,1.460,1.486,0.769,0.017,0.017,0.002,4.2645,4.3399,12.891,10.965,30.078,27.854,-1
4,195,0.612,1.500,0.729,0.595,1.483,0.729,0.017,0.017,0.002,4.3484,4.3181,10.000,11.120,31.250,28.312,-1
4,-1,0.612,1.500,0.729,0.595,1.483,0.729,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,0.25
5,0,0.612,1.500,0.729,0.595,1.483,0.729,0.017,0.017,0.002,4.5189,4.5189,7.812,7.812,21.094,21.094,-1
5,100,1.483,1.498,0.696,1.466,1.481,0.696,0.017,0.017,0.002,4.2279,4.2444,13.672,11.827,32.422,29.920,-1
5,195,0.606,1.495,0.666,0.588,1.478,0.666,0.017,0.017,0.002,4.4559,4.2233,7.500,12.080,22.500,30.164,-1
5,-1,0.606,1.495,0.666,0.588,1.478,0.666,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,0.49
6,0,0.606,1.495,0.666,0.588,1.478,0.666,0.017,0.017,0.002,4.2286,4.2286,11.719,11.719,33.203,33.203,-1
6,100,1.491,1.494,0.640,1.473,1.477,0.640,0.017,0.017,0.002,4.2640,4.1609,11.328,12.701,28.516,31.745,-1
6,195,0.605,1.493,0.617,0.588,1.475,0.617,0.017,0.017,0.002,3.7905,4.1387,18.750,13.028,43.750,32.076,-1
6,-1,0.605,1.493,0.617,0.588,1.475,0.617,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,1.1
7,0,0.605,1.493,0.617,0.588,1.475,0.617,0.017,0.017,0.002,4.0336,4.0336,16.406,16.406,34.766,34.766,-1
7,100,1.480,1.492,0.597,1.463,1.475,0.597,0.017,0.017,0.002,4.1025,4.0707,16.797,14.159,36.719,34.054,-1
7,195,0.607,1.491,0.578,0.591,1.474,0.578,0.017,0.017,0.002,3.7893,4.0546,16.250,14.254,37.500,34.350,-1
7,-1,0.607,1.491,0.578,0.591,1.474,0.578,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,0.3
8,0,0.607,1.491,0.578,0.591,1.474,0.578,0.017,0.017,0.002,3.9798,3.9798,12.891,12.891,37.109,37.109,-1
8,100,1.483,1.491,0.561,1.466,1.473,0.561,0.018,0.017,0.002,3.9217,3.9782,16.016,15.180,39.844,36.123,-1
8,195,0.616,1.490,0.545,0.598,1.472,0.545,0.017,0.017,0.002,3.9241,3.9616,16.250,15.706,35.000,36.556,-1
8,-1,0.616,1.490,0.545,0.598,1.472,0.545,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,0.24
9,0,0.616,1.490,0.545,0.598,1.472,0.545,0.017,0.017,0.002,4.0158,4.0158,16.797,16.797,34.375,34.375,-1
9,100,1.480,1.489,0.531,1.463,1.472,0.531,0.017,0.017,0.002,3.8758,3.8832,19.922,16.522,40.625,38.428,-1
9,195,0.610,1.488,0.518,0.593,1.471,0.518,0.017,0.017,0.002,3.9113,3.8810,13.750,16.632,35.000,38.532,-1
9,-1,0.610,1.488,0.518,0.593,1.471,0.518,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,0.14
10,0,0.610,1.488,0.518,0.593,1.471,0.518,0.017,0.017,0.002,3.9641,3.9641,12.109,12.109,34.375,34.375,-1
10,100,1.486,1.488,0.505,1.469,1.471,0.505,0.017,0.017,0.002,3.7887,3.8225,18.750,17.392,37.500,39.465,-1
10,195,0.607,1.487,0.494,0.590,1.470,0.494,0.017,0.017,0.002,3.9076,3.8078,16.250,17.856,40.000,40.030,-1
10,-1,0.607,1.487,0.494,0.590,1.470,0.494,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,0.57
11,0,0.607,1.487,0.494,0.590,1.470,0.494,0.017,0.017,0.002,3.8178,3.8178,17.969,17.969,36.328,36.328,-1
11,100,1.485,1.487,0.483,1.468,1.470,0.483,0.017,0.017,0.002,3.7919,3.7608,19.141,18.545,38.281,40.826,-1
11,195,0.607,1.487,0.473,0.590,1.469,0.473,0.017,0.017,0.002,3.9364,3.7417,20.000,18.730,37.500,41.376,-1
11,-1,0.607,1.487,0.473,0.590,1.469,0.473,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,0.58
12,0,0.607,1.487,0.473,0.590,1.469,0.473,0.017,0.017,0.002,3.8030,3.8030,17.578,17.578,36.719,36.719,-1
12,100,1.486,1.487,0.464,1.470,1.469,0.464,0.016,0.017,0.002,3.5788,3.6969,21.875,19.411,42.969,42.659,-1
12,195,0.611,1.486,0.455,0.594,1.469,0.455,0.017,0.017,0.002,3.5458,3.6783,21.250,19.680,46.250,43.006,-1
12,-1,0.611,1.486,0.455,0.594,1.469,0.455,0.017,0.017,0.002,-1,-1,-1,-1,-1,-1,1.15
13,0,0.611,1.486,0.455,0.594,1.469,0.455,0.017,0.017,0.002,3.5473,3.5473,18.359,18.359,43.359,43.359,-1
13,100,1.466,1.486,0.447,1.448,1.469,0.447,0.017,0.017,0.001,3.8426,3.6175,16.016,20.692,39.844,44.396,-1
13,195,0.610,1.485,0.439,0.593,1.468,0.439,0.017,0.017,0.001,3.7400,3.6092,16.250,20.860,41.250,44.730,-1
13,-1,0.610,1.485,0.439,0.593,1.468,0.439,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,1.31
14,0,0.610,1.485,0.439,0.593,1.468,0.439,0.017,0.017,0.001,3.5005,3.5005,23.047,23.047,46.094,46.094,-1
14,100,1.477,1.485,0.431,1.460,1.468,0.431,0.018,0.017,0.001,3.6744,3.5324,20.312,21.740,44.531,45.931,-1
14,195,0.602,1.485,0.424,0.585,1.468,0.424,0.017,0.017,0.001,3.7767,3.5441,20.000,21.572,38.750,45.804,-1
14,-1,0.602,1.485,0.424,0.585,1.468,0.424,0.017,0.017,0.001,-1,-1,-1,-1,-1,-1,0.61
